num,dt,id,imgURL,imgFile,episode,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags
107,2014-03-04T11:46:49+0000,B00000109_21I4N2_20140304_114648,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000109_21I4N2_20140304_1146484.jpg,B00000109_21I4N2_20140304_1146484.jpg,3,4014,2,1,-0.398,-1.385,-0.301,-0.509,-0.015,-0.288,3485,4089,3410,10282,26.1,2,-33.86898,151.22008,-33.86898 151.22008,0,21.1,1,16.83,2.07,5,2.38,1.648,1,1.063,86.913,-96.33,298.58,0,
108,2014-03-04T11:47:13+0000,B00000110_21I4N2_20140304_114712,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000110_21I4N2_20140304_1147124.jpg,B00000110_21I4N2_20140304_1147124.jpg,3,4014,2,1,-0.108,-1.658,0.046,-0.507,-0.049,-0.265,20460,23628,19310,53090,26.1,2,-33.86908,151.2204,-33.86908 151.22040,0,24.4,1.7,15.97,1.79,2,1.25,1.617,1,1.094,86.512,-95.8,298.17,0,
109,2014-03-04T11:47:38+0000,B00000111_21I4N2_20140304_114737,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000111_21I4N2_20140304_1147374.jpg,B00000111_21I4N2_20140304_1147374.jpg,3,4014,2,1,0.008,-1.151,0.293,-0.721,0.001,-0.322,14471,15502,11159,37270,26.1,2,-33.86928,151.2206,-33.86928 151.22060,0,23.7,1,27.32,2.04,5,1.25,1.43,1,1.406,88.005,-95.73,299.9,0,
110,2014-03-04T11:48:02+0000,B00000112_21I4N2_20140304_114801,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000112_21I4N2_20140304_1148014.jpg,B00000112_21I4N2_20140304_1148014.jpg,3,4014,2,1,-0.082,-0.666,0.262,-0.775,0.016,-0.367,31702,36774,31618,65535,26.1,2,-33.86982,151.22113,-33.86982 151.22113,0,23.5,2.5,145.2,3.98,1,1.25,1.492,1,1.125,88.695,-94.15,285.99,0,
111,2014-03-04T11:48:26+0000,B00000113_21I4N2_20140304_114825,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000113_21I4N2_20140304_1148254.jpg,B00000113_21I4N2_20140304_1148254.jpg,3,4014,2,1,-0.12,-1.005,0.241,-0.61,-0.04,-0.468,15128,16661,11505,39758,26.1,2,-33.86978,151.22154,-33.86978 151.22154,0,42,0.3,23.38,5.32,2,1.25,1.492,1,1.281,86.633,-95.91,305.97,0,
112,2014-03-04T11:48:53+0000,B00000114_21I4N2_20140304_114852,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000114_21I4N2_20140304_1148524.jpg,B00000114_21I4N2_20140304_1148524.jpg,3,4014,2,1,-0.489,-1.545,0.305,-0.996,-0.013,-0.4,4577,3718,2747,9580,27.4,2,-33.87022,151.22189,-33.87022 151.22189,0,37.3,1.8,145.6,3.51,5,2.5,1.273,1,1.375,93.682,-96.33,288.18,0,
113,2014-03-04T11:49:25+0000,B00000115_21I4N2_20140304_114924,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000115_21I4N2_20140304_1149244.jpg,B00000115_21I4N2_20140304_1149244.jpg,3,4014,2,1,-0.104,-0.52,-0.23,-0.731,0.007,-0.393,65535,65535,65535,65535,27.4,2,-33.86965,151.22234,-33.86965 151.22234,0,36.3,0.3,81.59,44.26,1,1.25,1.305,1,1.375,97.317,-95.03,288.46,0,
114,2014-03-04T11:49:55+0000,B00000116_21I4N2_20140304_114955,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000116_21I4N2_20140304_1149554.jpg,B00000116_21I4N2_20140304_1149554.jpg,3,4014,2,1,-0.105,-0.524,-0.067,-0.534,-0.034,-0.58,2151,2604,2145,6196,27.4,1,-33.869575,151.222115,-33.869575 151.222115,1,36.3,0,0,0,5,5,1.492,1,1.188,91.948,-94.93,323.43,0,
115,2014-03-04T11:50:21+0000,B00000117_21I4N2_20140304_115020,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000117_21I4N2_20140304_1150204.jpg,B00000117_21I4N2_20140304_1150204.jpg,3,4014,2,1,-0.044,-0.78,-0.107,-0.554,-0.001,-0.612,3248,3789,3302,9204,27.4,2,-33.8695,151.22189,-33.86950 151.22189,0,36.3,3.2,326.3,83.76,5,2.5,1.492,1,1.188,98.389,-96.8,311.09,0,
116,2014-03-04T11:50:48+0000,B00000118_21I4N2_20140304_115047,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000118_21I4N2_20140304_1150474.jpg,B00000118_21I4N2_20140304_1150474.jpg,3,4014,2,1,-0.255,-0.533,0.012,-0.552,0.01,-0.527,6637,7398,6044,19100,27.4,1,-33.86988333,151.2221967,-33.8698833333 151.222196667,1,36.3,0,0,0,5,1.69,1.586,1,1.188,94.185,-96.02,310.48,0,
117,2014-03-04T11:51:16+0000,B00000119_21I4N2_20140304_115114,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000119_21I4N2_20140304_1151144.jpg,B00000119_21I4N2_20140304_1151144.jpg,3,4014,2,1,-0.282,-0.99,-0.161,-0.758,0.036,-0.405,970,1021,721,2334,27.4,1,-33.87026667,151.2225033,-33.8702666667 151.222503333,1,36.3,0,0,0,5,6.25,1.305,1,1.5,95.349,-96.98,297.21,0,
118,2014-03-04T11:51:43+0000,B00000120_21I4N2_20140304_115142,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000120_21I4N2_20140304_1151424.jpg,B00000120_21I4N2_20140304_1151424.jpg,3,4014,2,1,0.033,-1.686,-0.221,-0.694,-0.031,-0.298,15210,15376,9511,33192,27.4,2,-33.87065,151.22281,-33.87065 151.22281,0,36.3,2.1,101,93.52,3,1.25,1.305,1,1.563,88.655,-96.71,291.27,0,
119,2014-03-04T11:52:08+0000,B00000121_21I4N2_20140304_115207,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000121_21I4N2_20140304_1152074.jpg,B00000121_21I4N2_20140304_1152074.jpg,3,4014,2,1,-0.077,-0.31,0.124,-0.54,-0.051,-0.513,3085,2767,1910,5988,27.4,2,-33.871,151.22293,-33.87100 151.22293,0,66.1,1.4,46.66,10.81,5,2.88,1.305,1,1.594,87.343,-98.17,317.38,0,
120,2014-03-04T11:52:33+0000,B00000122_21I4N2_20140304_115232,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000122_21I4N2_20140304_1152324.jpg,B00000122_21I4N2_20140304_1152324.jpg,3,4014,2,1,-0.167,-1.037,0.272,-0.772,-0.009,-0.35,10495,11344,8287,26839,27.4,2,-33.87135,151.22313,-33.87135 151.22313,0,52.1,0.8,45.42,6.54,5,1.25,1.43,1,1.438,93.972,-99.13,291.48,0,
121,2014-03-04T11:52:58+0000,B00000123_21I4N2_20140304_115257,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000123_21I4N2_20140304_1152574.jpg,B00000123_21I4N2_20140304_1152574.jpg,3,4014,2,1,-0.125,-0.405,0.446,-0.827,0.01,-0.24,2754,3366,2902,8124,27.4,2,-33.87141,151.22334,-33.87141 151.22334,0,47.9,0.4,182.4,7.12,5,4.25,1.617,1,1.156,93.717,-98.09,285.58,0,
122,2014-03-04T11:53:23+0000,B00000124_21I4N2_20140304_115322,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000124_21I4N2_20140304_1153224.jpg,B00000124_21I4N2_20140304_1153224.jpg,3,4014,2,1,0.207,-1.676,0.158,-0.733,-0.013,-0.265,3307,3237,2263,7466,27.4,2,-33.87144,151.2241,-33.87144 151.22410,0,65.5,1.5,33.92,5.67,5,4,1.398,1,1.313,91.887,-97.64,291.48,0,
123,2014-03-04T11:53:50+0000,B00000125_21I4N2_20140304_115349,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000125_21I4N2_20140304_1153494.jpg,B00000125_21I4N2_20140304_1153494.jpg,3,4014,2,1,-0.149,-1.059,0.384,-0.801,0.015,-0.357,4859,4956,3582,11334,25.7,1,-33.871355,151.22457,-33.871355 151.22457,1,71.1,0,0,0,5,4.5,1.398,1,1.313,91.64,-96.55,289.51,0,
124,2014-03-04T11:54:15+0000,B00000126_21I4N2_20140304_115414,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000126_21I4N2_20140304_1154144.jpg,B00000126_21I4N2_20140304_1154144.jpg,3,4014,2,1,-0.188,-1.361,0.188,-0.455,0.006,-0.045,1820,1820,1352,4098,25.7,2,-33.87127,151.22504,-33.87127 151.22504,0,76.7,0.6,39.18,5.77,5,4.25,1.398,1,1.469,86.979,-97.1,275.76,0,
125,2014-03-04T11:54:43+0000,B00000127_21I4N2_20140304_115442,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000127_21I4N2_20140304_1154424.jpg,B00000127_21I4N2_20140304_1154424.jpg,3,4014,2,1,-0.233,-1.029,0.129,-0.188,-0.093,-0.255,179,197,98,336,25.7,2,-33.8713,151.225,-33.87130 151.22500,0,77.9,1.5,117.5,6.13,20,12,1.305,1,1.656,86.49,-93.68,256.69,0,
126,2014-03-04T11:55:09+0000,B00000128_21I4N2_20140304_115508,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000128_21I4N2_20140304_1155084.jpg,B00000128_21I4N2_20140304_1155084.jpg,4,4014,2,1,-0.129,-1.001,0.078,-0.294,-0.088,-0.087,190,180,96,416,25.7,1,-33.87125857,151.2250429,-33.8712585714 151.225042857,1,75.18571429,0,0,0,76,6.25,1.305,1,1.75,84.298,-92.67,295.27,0,
127,2014-03-04T11:55:36+0000,B00000129_21I4N2_20140304_115535,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000129_21I4N2_20140304_1155354.jpg,B00000129_21I4N2_20140304_1155354.jpg,4,4014,2,1,-0.082,-0.978,0.191,-0.163,-0.076,-0.197,125,117,66,240,25.7,1,-33.87121714,151.2250857,-33.8712171429 151.225085714,1,72.47142857,0,0,0,76,12,1.18,1,1.844,81.441,-94.41,309.94,0,
128,2014-03-04T11:56:04+0000,B00000130_21I4N2_20140304_115603,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000130_21I4N2_20140304_1156034.jpg,B00000130_21I4N2_20140304_1156034.jpg,4,4014,2,1,-0.128,-0.982,0.111,-0.175,-0.048,-0.125,103,80,49,166,25.7,1,-33.87117571,151.2251286,-33.8711757143 151.225128571,1,69.75714286,0,0,0,76,12,1.148,1,1.938,81.123,-96.3,290.64,0,
129,2014-03-04T11:56:31+0000,B00000131_21I4N2_20140304_115630,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000131_21I4N2_20140304_1156304.jpg,B00000131_21I4N2_20140304_1156304.jpg,4,4014,2,1,-0.146,-0.978,0.244,-0.175,-0.021,-0.07,97,82,48,175,25.7,1,-33.87113429,151.2251714,-33.8711342857 151.225171429,1,67.04285714,0,0,0,76,12,1.086,1,2.031,81.685,-94.94,331.4,0,
130,2014-03-04T11:57:00+0000,B00000132_21I4N2_20140304_115659,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000132_21I4N2_20140304_1156594.jpg,B00000132_21I4N2_20140304_1156594.jpg,4,4014,2,1,-0.171,-1.018,0.206,-0.179,-0.025,-0.3,151,119,83,211,25.7,1,-33.87109286,151.2252143,-33.8710928571 151.225214286,1,64.32857143,0,0,0,76,12,1.086,1,2.031,79.669,-91.7,332.28,0,
131,2014-03-04T11:57:27+0000,B00000133_21I4N2_20140304_115726,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000133_21I4N2_20140304_1157264.jpg,B00000133_21I4N2_20140304_1157264.jpg,4,4014,2,1,-0.048,-0.93,0.153,-0.77,0.039,-0.212,9149,8693,5682,17700,25.7,1,-33.87105143,151.2252571,-33.8710514286 151.225257143,1,61.61428571,0,0,0,11,1.44,1.336,1,1.75,80.159,-92.66,283.06,0,
132,2014-03-04T11:57:53+0000,B00000134_21I4N2_20140304_115752,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000134_21I4N2_20140304_1157524.jpg,B00000134_21I4N2_20140304_1157524.jpg,4,4014,2,1,-0.061,-1.026,0.074,-0.737,0.024,-0.23,7054,6406,4570,12859,25.7,2,-33.87101,151.2253,-33.87101 151.22530,0,58.9,1,40.6,9.16,11,1.44,1.336,1,1.688,84.021,-93.07,285.98,0,
133,2014-03-04T11:58:18+0000,B00000135_21I4N2_20140304_115816,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000135_21I4N2_20140304_1158164.jpg,B00000135_21I4N2_20140304_1158164.jpg,4,4014,2,1,-0.095,-1.033,0.084,-0.788,0.036,-0.217,8808,8263,5606,16668,25.7,2,-33.87112,151.22539,-33.87112 151.22539,0,78,0.3,30.47,4.54,10,1.25,1.336,1,1.656,84.467,-95.44,286.03,0,
134,2014-03-04T11:58:45+0000,B00000136_21I4N2_20140304_115844,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000136_21I4N2_20140304_1158444.jpg,B00000136_21I4N2_20140304_1158444.jpg,4,4014,2,1,0.005,-1.041,-0.22,-0.737,-0.027,-0.345,2394,2260,1802,4894,25.7,1,-33.87089,151.22522,-33.87089 151.22522,1,73.6,0,0,0,13,1.75,1.367,1,1.5,96.038,-93.16,293.66,0,
135,2014-03-04T11:59:09+0000,B00000137_21I4N2_20140304_115908,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000137_21I4N2_20140304_1159084.jpg,B00000137_21I4N2_20140304_1159084.jpg,4,4014,2,1,-0.112,-1.031,-0.057,-0.781,0.01,-0.283,4500,4056,2871,8601,25.7,2,-33.87066,151.22505,-33.87066 151.22505,0,69.2,1.7,96.9,4.35,12,1.25,1.367,1,1.5,96.556,-93.75,288.99,0,
136,2014-03-04T11:59:34+0000,B00000138_21I4N2_20140304_115933,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000138_21I4N2_20140304_1159334.jpg,B00000138_21I4N2_20140304_1159334.jpg,4,4014,2,1,-0.082,-1.072,-0.079,-0.754,0.025,-0.313,2913,2673,2076,5540,25.7,2,-33.87142,151.22519,-33.87142 151.22519,0,75.5,0.6,26.84,3.63,11,1.31,1.367,1,1.5,94.722,-95.6,289.55,0,
137,2014-03-04T11:59:59+0000,B00000139_21I4N2_20140304_115958,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000139_21I4N2_20140304_1159584.jpg,B00000139_21I4N2_20140304_1159584.jpg,4,4014,2,1,-0.067,-1.029,-0.105,-0.77,0.027,-0.34,4278,4014,2826,8422,25.7,2,-33.87133,151.2251,-33.87133 151.22510,0,72.9,1.3,21.18,3.01,11,1.44,1.367,1,1.5,95.192,-95.79,289.57,0,
138,2014-03-04T12:00:23+0000,B00000140_21I4N2_20140304_120022,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000140_21I4N2_20140304_1200224.jpg,B00000140_21I4N2_20140304_1200224.jpg,4,4014,2,1,-0.149,-1.047,-0.079,-0.766,0.036,-0.333,4705,4634,3237,9772,25.7,2,-33.87128,151.22536,-33.87128 151.22536,0,70.8,0.6,37.83,2.01,11,1.63,1.367,1,1.5,94.824,-96.09,289.63,0,
139,2014-03-04T12:00:47+0000,B00000141_21I4N2_20140304_120046,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000141_21I4N2_20140304_1200464.jpg,B00000141_21I4N2_20140304_1200464.jpg,4,4014,2,1,-0.07,-0.997,-0.05,-0.757,0.031,-0.29,4519,4311,3226,9092,27.5,2,-33.87119,151.22506,-33.87119 151.22506,0,71.4,0.7,160.5,4.95,10,1.25,1.367,1,1.5,92.432,-95.04,288.18,0,
140,2014-03-04T12:01:11+0000,B00000142_21I4N2_20140304_120110,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000142_21I4N2_20140304_1201104.jpg,B00000142_21I4N2_20140304_1201104.jpg,4,4014,2,1,-0.179,-1.039,-0.061,-0.76,0.028,-0.308,4778,4404,3222,9152,27.5,2,-33.8711,151.22528,-33.87110 151.22528,0,88.1,1.4,28.83,6.34,11,1.31,1.367,1,1.5,91.627,-94.6,288.29,0,
141,2014-03-04T12:01:35+0000,B00000143_21I4N2_20140304_120134,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000143_21I4N2_20140304_1201344.jpg,B00000143_21I4N2_20140304_1201344.jpg,4,4014,2,1,0.074,-1.01,-0.072,-0.731,-0.027,-0.295,4422,4014,2842,8616,27.5,2,-33.87113,151.22531,-33.87113 151.22531,0,89.7,0.7,20.44,3.51,11,1.44,1.367,1,1.5,92.261,-91.15,290.31,0,
142,2014-03-04T12:01:59+0000,B00000144_21I4N2_20140304_120158,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000144_21I4N2_20140304_1201584.jpg,B00000144_21I4N2_20140304_1201584.jpg,4,4014,2,1,0.023,-0.993,-0.048,-0.719,-0.033,-0.28,4339,3943,2814,8501,27.5,2,-33.8711,151.22531,-33.87110 151.22531,0,91.1,1.4,21.99,2.81,10,1.25,1.367,1,1.5,92.844,-88.4,290.23,0,
143,2014-03-04T12:02:24+0000,B00000145_21I4N2_20140304_120222,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000145_21I4N2_20140304_1202224.jpg,B00000145_21I4N2_20140304_1202224.jpg,4,4014,2,1,-0.001,-0.948,-0.114,-0.707,-0.025,-0.278,4143,3798,2732,8403,27.5,2,-33.87101,151.22533,-33.87101 151.22533,0,91.3,0.6,19.72,2.54,10,1.25,1.367,1,1.5,93.273,-87.93,290.29,0,
144,2014-03-04T12:02:48+0000,B00000146_21I4N2_20140304_120247,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000146_21I4N2_20140304_1202474.jpg,B00000146_21I4N2_20140304_1202474.jpg,4,4014,2,1,-0.096,-1.005,-0.039,-0.715,-0.028,-0.293,7465,7042,5031,15593,27.5,2,-33.87101,151.22519,-33.87101 151.22519,0,88.4,0.9,23.09,2.52,25,1.31,1.367,1,1.5,91.714,-92.08,287.23,0,
145,2014-03-04T12:03:13+0000,B00000147_21I4N2_20140304_120311,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000147_21I4N2_20140304_1203114.jpg,B00000147_21I4N2_20140304_1203114.jpg,4,4014,2,1,-0.117,-1.009,0.089,-0.74,0.01,-0.3,6890,6424,4395,13245,27.5,2,-33.87121,151.22553,-33.87121 151.22553,0,87.9,2.5,97.53,3.71,5,5,1.367,1,1.5,87.062,-96.29,282.96,0,
146,2014-03-04T12:03:41+0000,B00000148_21I4N2_20140304_120340,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000148_21I4N2_20140304_1203404.jpg,B00000148_21I4N2_20140304_1203404.jpg,4,4014,2,1,-0.277,-0.918,0.169,-0.733,0.028,-0.21,4110,4003,2695,8577,27.5,1,-33.8711975,151.2254575,-33.8711975 151.2254575,1,83.45,0,0,0,5,5.5,1.336,1,1.531,82.848,-102.1,283.43,0,
147,2014-03-04T12:04:09+0000,B00000149_21I4N2_20140304_120408,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000149_21I4N2_20140304_1204084.jpg,B00000149_21I4N2_20140304_1204084.jpg,4,4014,2,1,-0.012,-0.991,-0.051,-0.639,-0.019,-0.195,3017,2843,2005,6339,27.5,1,-33.871185,151.225385,-33.871185 151.225385,1,79,0,0,0,11,1.56,1.305,1,1.531,90.605,-91.99,282.64,0,
148,2014-03-04T12:04:36+0000,B00000150_21I4N2_20140304_120435,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000150_21I4N2_20140304_1204354.jpg,B00000150_21I4N2_20140304_1204354.jpg,4,4014,2,1,-0.041,-0.979,-0.183,-0.728,-0.007,-0.275,3018,2620,1937,6095,27.5,1,-33.8711725,151.2253125,-33.8711725 151.2253125,1,74.55,0,0,0,11,1.44,1.336,1,1.531,93.046,-91.26,284.87,0,
149,2014-03-04T12:05:01+0000,B00000151_21I4N2_20140304_120500,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000151_21I4N2_20140304_1205004.jpg,B00000151_21I4N2_20140304_1205004.jpg,4,4014,2,1,-0.166,-1.03,-0.09,-0.778,0.028,-0.248,3819,3348,2348,7266,27.5,2,-33.87116,151.22524,-33.87116 151.22524,0,70.1,0.3,39.43,7.53,13,1.25,1.336,1,1.531,94.969,-95.46,286.47,0,
150,2014-03-04T12:05:26+0000,B00000152_21I4N2_20140304_120524,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000152_21I4N2_20140304_1205244.jpg,B00000152_21I4N2_20140304_1205244.jpg,4,4014,2,1,-0.05,-1.037,-0.136,-0.761,0.033,-0.282,3253,3053,2100,6545,27.5,2,-33.87118,151.22531,-33.87118 151.22531,0,81.4,0.7,19.73,3.86,11,1.56,1.336,1,1.531,95.717,-95.87,286.21,0,
151,2014-03-04T12:05:51+0000,B00000153_21I4N2_20140304_120550,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000153_21I4N2_20140304_1205504.jpg,B00000153_21I4N2_20140304_1205504.jpg,4,4014,2,1,-0.09,-0.979,-0.098,-0.748,0,-0.223,4015,3486,2510,7736,27.5,2,-33.87124,151.22536,-33.87124 151.22536,0,77.7,1.4,24.53,3.26,11,2.25,1.336,1,1.531,96.036,-94.01,287.96,0,
152,2014-03-04T12:06:18+0000,B00000154_21I4N2_20140304_120617,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000154_21I4N2_20140304_1206174.jpg,B00000154_21I4N2_20140304_1206174.jpg,4,4014,2,1,-0.094,-1.004,-0.007,-0.764,0.03,-0.225,4787,4429,3012,9426,27.5,1,-33.87128,151.225345,-33.87128 151.225345,1,77.8,0,0,0,11,1.69,1.336,1,1.531,93.974,-94.61,285.43,0,
153,2014-03-04T12:06:44+0000,B00000155_21I4N2_20140304_120642,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000155_21I4N2_20140304_1206424.jpg,B00000155_21I4N2_20140304_1206424.jpg,4,4014,2,1,-0.112,-1.033,-0.043,-0.757,0.009,-0.218,3527,3191,2225,6855,27.5,2,-33.87132,151.22533,-33.87132 151.22533,0,77.9,0.9,77.08,9.1,13,1.31,1.336,1,1.531,93.973,-94.87,286.08,0,
154,2014-03-04T12:07:11+0000,B00000156_21I4N2_20140304_120710,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000156_21I4N2_20140304_1207104.jpg,B00000156_21I4N2_20140304_1207104.jpg,4,4014,2,1,-0.111,-1.051,-0.043,-0.749,0.022,-0.273,3212,2893,2029,6244,27.5,2,-33.87145,151.22491,-33.87145 151.22491,0,80.5,0.3,76.1,3.45,5,6.75,1.336,1,1.531,100.78,-94.2,297.45,0,
155,2014-03-04T12:07:36+0000,B00000157_21I4N2_20140304_120734,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000157_21I4N2_20140304_1207344.jpg,B00000157_21I4N2_20140304_1207344.jpg,4,4014,2,1,-0.148,-0.97,-0.482,-0.67,-0.036,-0.373,3081,2695,1870,5326,27.5,2,-33.87101,151.22539,-33.87101 151.22539,0,79.4,0.4,27.86,2.15,5,3.38,1.336,1,1.531,106.01,-93.43,285.75,0,
156,2014-03-04T12:08:00+0000,B00000158_21I4N2_20140304_120759,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000158_21I4N2_20140304_1207594.jpg,B00000158_21I4N2_20140304_1207594.jpg,4,4014,2,1,-0.074,-1.012,-0.127,-0.739,0.018,-0.293,3152,2878,2023,6292,27.5,2,-33.87103,151.22568,-33.87103 151.22568,0,79.6,1.1,31.92,2.38,13,1.25,1.336,1,1.531,96.485,-94,287.84,0,
157,2014-03-04T12:08:24+0000,B00000159_21I4N2_20140304_120823,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000159_21I4N2_20140304_1208234.jpg,B00000159_21I4N2_20140304_1208234.jpg,4,4014,2,1,-0.095,-1.034,-0.106,-0.727,0.012,-0.262,3175,2836,1969,6271,27.5,2,-33.87111,151.22573,-33.87111 151.22573,0,83.4,0.3,20.47,2.2,13,1.31,1.336,1,1.531,96.401,-94.01,287.56,0,
158,2014-03-04T12:08:50+0000,B00000160_21I4N2_20140304_120849,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000160_21I4N2_20140304_1208494.jpg,B00000160_21I4N2_20140304_1208494.jpg,4,4014,2,1,-0.123,-1.057,-0.15,-0.755,0.009,-0.278,3151,2791,1991,6159,27.5,2,-33.87115,151.22555,-33.87115 151.22555,0,84.5,0.3,38.41,2.45,13,1.25,1.336,1,1.531,96.594,-94.66,286.76,0,
159,2014-03-04T12:09:14+0000,B00000161_21I4N2_20140304_120913,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000161_21I4N2_20140304_1209134.jpg,B00000161_21I4N2_20140304_1209134.jpg,4,4014,2,1,-0.394,-0.969,0.152,-0.869,0.145,-0.187,2337,2087,1473,4314,27.5,2,-33.87137,151.22546,-33.87137 151.22546,0,83.1,1.1,37.94,2.73,11,1.31,1.336,1,1.531,90.761,-108.3,289.16,0,
160,2014-03-04T12:09:38+0000,B00000162_21I4N2_20140304_120937,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000162_21I4N2_20140304_1209374.jpg,B00000162_21I4N2_20140304_1209374.jpg,4,4014,2,1,-0.173,-0.966,0.124,-0.893,0.145,-0.438,9133,8179,5227,16481,27.5,2,-33.87116,151.22516,-33.87116 151.22516,0,79.8,1,31.99,3.33,11,1.81,1.336,1,1.563,84.624,-107,281.85,0,
161,2014-03-04T12:10:05+0000,B00000163_21I4N2_20140304_121003,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000163_21I4N2_20140304_1210034.jpg,B00000163_21I4N2_20140304_1210034.jpg,4,4014,2,1,-0.156,-0.992,0.079,-0.809,0.096,-0.185,9311,8472,5523,16967,27.5,1,-33.87128,151.225095,-33.87128 151.225095,1,79.95,0,0,0,11,1.94,1.336,1,1.563,82.223,-100.8,281.19,0,
162,2014-03-04T12:10:29+0000,B00000164_21I4N2_20140304_121028,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000164_21I4N2_20140304_1210284.jpg,B00000164_21I4N2_20140304_1210284.jpg,4,4014,2,1,-0.188,-1.001,0.077,-0.776,0.076,-0.187,8003,7599,5053,15704,27.5,2,-33.8714,151.22503,-33.87140 151.22503,0,80.1,0.3,41.35,4.22,11,2.13,1.336,1,1.563,83.717,-100.1,282.34,0,
