dt                     ,id                              ,sz  ,typ ,p,accx  ,accy  ,accz  ,magx  ,magy  ,magz  ,red  ,green,blue ,lum  ,tem  ,g,lat      ,lon       ,alt     ,gs   ,herr ,verr ,exp ,gain ,rbal ,gbal ,bbal ,xor   ,yor   ,zor   ,stags   ,tags                                                                                                                                                                                                                                                                                                                                                        
2014-03-04T10:56:20+0000,B00000003_21I4N2_20140304_105619,4014,0002,1,-0.094,-0.268, 0.170, 0.078,-0.291, 0.203,25293,31120,29690,65535, 28.5,1,  -33.87005,151.221898,     18.0,  0.0, 0.00, 0.00,   1, 1.25,1.594,1.000,1.000,86.432,-90.90,168.39,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T10:56:46+0000,B00000004_21I4N2_20140304_105646,4014,0002,1, 0.126,-1.596, 0.415, 0.216,-0.272,-0.213,12784,14881,11478,38045, 28.5,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.531,1.000,1.188,85.276,-86.38,67.364,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T10:57:13+0000,B00000005_21I4N2_20140304_105712,4014,0002,1, 0.015,-0.179,-0.022, 0.152,-0.333,-0.038,14696,16797,11671,40910, 28.5,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   3, 1.25,1.563,1.000,1.156,85.450,-87.08,63.580,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T10:57:40+0000,B00000006_21I4N2_20140304_105739,4014,0002,1,-0.020,-0.406, 0.243, 0.115,-0.437, 0.057,22887,26588,20965,63723, 28.5,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.625,1.000,1.063,86.413,-87.58,23.787,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T10:58:06+0000,B00000007_21I4N2_20140304_105805,4014,0002,1,-0.033,-1.794,-0.224, 0.007,-0.428,-0.055,14433,18875,17375,48527, 28.5,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   3, 1.25,1.656,1.000,1.031,85.592,-86.40,75.531,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T10:58:32+0000,B00000008_21I4N2_20140304_105831,4014,0002,1, 0.172,-1.654,-0.527, 0.081,-0.333, 0.057,31887,40703,37996,65535, 28.5,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.719,1.000,1.000,85.335,-88.79,96.189,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T10:58:58+0000,B00000009_21I4N2_20140304_105858,4014,0002,1, 0.261,-0.646, 0.184, 0.048,-0.296, 0.218,41154,48335,43200,65535, 28.5,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.719,1.000,1.031,86.957,-90.08,155.64,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T10:59:24+0000,B00000010_21I4N2_20140304_105924,4014,0002,1,-0.039,-0.280, 0.061,-0.076,-0.396, 0.313,50775,63793,55629,65535, 28.5,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.688,1.000,1.031,84.873,-87.83,198.05,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T10:59:50+0000,B00000011_21I4N2_20140304_105949,4014,0002,1, 0.354,-1.046,-0.439,-0.324,-0.427, 0.098,47446,52661,37917,65535, 28.5,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.594,1.000,1.125,85.878,-89.08,269.98,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:00:16+0000,B00000012_21I4N2_20140304_110015,4014,0002,1, 0.020,-0.313, 0.043,-0.155,-0.166, 0.507,47986,51565,31125,65535, 37.2,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.594,1.000,1.125,89.118,-89.04,195.22,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:00:42+0000,B00000013_21I4N2_20140304_110041,4014,0002,1, 0.368,-1.680, 0.325,-0.036,-0.330, 0.190,43780,49553,32571,65535, 39.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.563,1.000,1.156,88.661,-89.20,189.36,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:01:08+0000,B00000014_21I4N2_20140304_110108,4014,0002,1, 0.159,-0.599, 0.214, 0.061,-0.321, 0.232,15350,17128,12757,36736, 39.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.563,1.000,1.219,86.841,-87.26,173.95,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:01:34+0000,B00000015_21I4N2_20140304_110133,4014,0002,1,-0.167,-0.336,-0.073,-0.128,-0.319, 0.123,52154,62755,51710,65535, 39.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.625,1.000,1.000,85.958,-86.96,249.40,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:02:01+0000,B00000016_21I4N2_20140304_110201,4014,0002,1, 0.005,-1.281, 0.403, 0.170,-0.327, 0.103, 5817, 5746, 3870,11336, 39.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5, 3.50,1.531,1.000,1.406,88.635,-89.06,8.0674,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:02:32+0000,B00000017_21I4N2_20140304_110231,4014,0002,1, 0.146,-0.967,-0.214,-0.040,-0.385, 0.107, 1460, 1412, 1096, 2580, 33.0,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5, 6.75,1.406,1.000,1.375,91.388,-86.96,232.66,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:02:59+0000,B00000018_21I4N2_20140304_110258,4014,0002,1,-0.183,-0.328,-0.004,-0.152,-0.352, 0.173,18070,22484,13167,42082, 33.0,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   4, 1.25,1.563,1.000,1.438,88.578,-86.72,236.24,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:03:25+0000,B00000019_21I4N2_20140304_110325,4014,0002,1, 0.048,-0.233, 0.102,-0.107,-0.339, 0.215, 9575,10204, 7668,19765, 24.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   4, 1.25,1.500,1.000,1.406,86.356,-88.18,216.59,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:03:52+0000,B00000020_21I4N2_20140304_110351,4014,0002,1, 0.274,-1.354,-0.171,-0.197,-0.357, 0.150, 9956,10963, 8225,22673, 24.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5, 2.50,1.469,1.000,1.375,87.429,-91.29,212.19,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:04:18+0000,B00000021_21I4N2_20140304_110417,4014,0002,1, 0.032,-0.319, 0.109,-0.054,-0.324, 0.237,17657,21990,13819,43410, 24.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   3, 1.25,1.469,1.000,1.313,87.814,-89.91,212.70,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:04:44+0000,B00000022_21I4N2_20140304_110443,4014,0002,1,-0.235,-1.498,-0.288,-0.112,-0.358, 0.182,28939,32809,21771,65230, 24.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.500,1.000,1.313,82.289,-87.68,226.65,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:05:10+0000,B00000023_21I4N2_20140304_110510,4014,0002,1,-0.023,-1.088,-0.206,-0.027,-0.318,-0.392,  548,  779,  661, 1806, 24.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5,12.00,1.688,1.000,1.125,86.976,-86.61,22.388,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:05:39+0000,B00000024_21I4N2_20140304_110539,4014,0002,1, 0.119,-0.588, 0.236,-0.125,-0.285, 0.212,43221,53737,41433,65535, 24.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.656,1.000,1.094,87.099,-83.54,230.34,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:06:05+0000,B00000025_21I4N2_20140304_110604,4014,0002,1,-0.221,-0.922,-0.235, 0.101,-0.443, 0.022,15829,16163,12958,43819, 31.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.500,1.000,1.188,93.256,-87.32,110.32,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:06:31+0000,B00000026_21I4N2_20140304_110630,4014,0002,1, 0.054,-1.019, 0.245,-0.172,-0.387, 0.252,65535,65535,65535,65535, 31.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   0, 1.31,1.688,1.000,1.000,81.803,-84.73,233.09,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:06:57+0000,B00000027_21I4N2_20140304_110657,4014,0002,1, 0.061,-1.037,-0.232, 0.199,-0.406,-0.065,18210,19567,13254,47029, 31.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.438,1.000,1.219,94.518,-85.99,81.861,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:07:23+0000,B00000028_21I4N2_20140304_110723,4014,0002,1, 0.125,-1.744,-0.215, 0.063,-0.367, 0.140, 5405, 6268, 4640,14786, 31.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   4, 1.25,1.469,1.000,1.188,99.001,-91.64,182.29,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:07:49+0000,B00000029_21I4N2_20140304_110749,4014,0002,1, 0.366,-0.970,-0.314,-0.160,-0.433,-0.207,34871,41084,32786,65535, 31.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.31,1.719,1.000,1.031,98.356,-86.98,274.07,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:08:16+0000,B00000030_21I4N2_20140304_110816,4014,0002,1,-0.281,-1.049,-0.471, 0.046,-0.419, 0.003,49789,65535,53388,65535, 31.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.938,1.031,1.000,90.717,-96.87,283.53,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:08:45+0000,B00000031_21I4N2_20140304_110844,4014,0002,1, 0.014,-1.055,-0.049,-0.263,-0.470,-0.248,39102,55454,49987,65535, 31.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.31,1.938,1.000,1.000,88.978,-90.55,311.77,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:09:11+0000,B00000032_21I4N2_20140304_110910,4014,0002,0, 0.032,-1.044,-0.077,-0.264,-0.469,-0.253,39262,55998,50391,65535, 31.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.938,1.000,1.000,92.710,-89.13,306.72,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:09:34+0000,B00000033_21I4N2_20140304_110933,4014,0002,0,-0.009,-0.991,-0.101,-0.263,-0.469,-0.253,39302,56004,50343,65535, 31.7,2,-33.86331, 151.22179,    20.5,  0.8,24.89, 8.07,   1, 1.31,1.938,1.000,1.000,92.826,-89.00,306.45,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:10:08+0000,B00000034_21I4N2_20140304_111008,4014,0002,0, 0.022,-1.017,-0.033,-0.264,-0.469,-0.250,39411,56215,50392,65535, 28.4,2,-33.86326, 151.22180,    48.9,  0.1,14.31, 2.95,   1, 1.25,1.938,1.000,1.000,92.879,-89.03,306.48,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:10:42+0000,B00000035_21I4N2_20140304_111041,4014,0002,0, 0.048,-1.065,-0.057,-0.266,-0.472,-0.257,39623,56566,50658,65535, 28.4,2,-33.86330, 151.22181,    36.7,  0.4,12.64, 2.18,   1, 1.25,1.938,1.000,1.000,92.793,-89.07,306.86,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:11:16+0000,B00000036_21I4N2_20140304_111115,4014,0002,0,-0.013,-0.998,-0.010,-0.264,-0.472,-0.255,40183,57179,50878,65535, 25.6,2,-33.86331, 151.22181,    34.5,  0.4,12.84, 2.03,   1, 1.31,1.938,1.000,1.000,92.810,-89.07,306.57,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:11:52+0000,B00000037_21I4N2_20140304_111152,4014,0002,0, 0.052,-1.050,-0.024,-0.266,-0.470,-0.258,35375,50320,45807,65535, 25.6,2,-33.86329, 151.22180,    33.1,  0.2,13.97, 1.95,   1, 1.25,1.938,1.000,1.000,92.850,-89.05,306.70,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:12:26+0000,B00000038_21I4N2_20140304_111225,4014,0002,0, 0.006,-1.011,-0.047,-0.264,-0.475,-0.257,32743,46745,43130,65535, 25.6,2,-33.86328, 151.22178,    33.4,  0.3,12.95, 2.08,   1, 1.25,1.938,1.000,1.000,92.736,-89.07,306.84,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:13:00+0000,B00000039_21I4N2_20140304_111259,4014,0002,0,-0.016,-1.026,-0.002,-0.267,-0.472,-0.253,32799,47170,43461,65535, 25.6,2,-33.86336, 151.22181,    26.8,  0.2, 8.88, 2.08,   1, 1.31,1.938,1.000,1.000,92.847,-89.05,306.69,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:13:34+0000,B00000040_21I4N2_20140304_111333,4014,0002,0, 0.008,-1.035,-0.071,-0.263,-0.472,-0.255,32518,46735,43147,65535, 25.6,2,-33.86325, 151.22180,    25.5,  0.2,10.57, 2.26,   1, 1.25,1.938,1.000,1.000,92.871,-89.13,306.72,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:14:08+0000,B00000041_21I4N2_20140304_111407,4014,0002,0,-0.039,-1.045,-0.062,-0.267,-0.472,-0.253,36075,51760,46505,65535, 25.6,2,-33.86324, 151.22180,    26.0,  0.1,15.30, 2.42,   1, 1.31,1.938,1.000,1.000,92.832,-89.11,306.70,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:14:42+0000,B00000042_21I4N2_20140304_111441,4014,0002,0, 0.012,-1.035,-0.043,-0.266,-0.475,-0.253,37560,53937,48382,65535, 26.8,2,-33.86330, 151.22181,    29.1,  0.3,13.37, 2.32,   1, 1.25,1.938,1.000,1.000,92.842,-89.12,306.74,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:15:16+0000,B00000043_21I4N2_20140304_111515,4014,0002,1,-0.003,-1.053,-0.109,-0.264,-0.473,-0.257,38749,54804,49019,65535, 26.8,2,-33.86330, 151.22180,    30.7,  0.5,12.23, 2.25,   1, 1.31,1.938,1.000,1.000,92.816,-89.12,306.89,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:15:50+0000,B00000044_21I4N2_20140304_111549,4014,0002,0,-0.011,-1.055,-0.057,-0.267,-0.473,-0.255,38427,55155,49100,65535, 26.8,2,-33.86333, 151.22180,    26.2,  0.7,13.04, 2.25,   1, 1.25,1.938,1.000,1.000,92.855,-89.06,306.70,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:16:24+0000,B00000045_21I4N2_20140304_111623,4014,0002,0, 0.009,-0.993,-0.131,-0.266,-0.475,-0.255,38618,55139,49122,65535, 26.8,2,-33.86331, 151.22179,    23.8,  0.2, 9.25, 2.10,   1, 1.31,1.938,1.000,1.000,92.940,-89.00,306.64,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:16:58+0000,B00000046_21I4N2_20140304_111657,4014,0002,0, 0.033,-1.049,-0.065,-0.264,-0.475,-0.253,37168,53452,48003,65535, 26.8,2,-33.86338, 151.22181,    19.3,  0.2,14.32, 2.12,   1, 1.25,1.938,1.000,1.000,92.934,-89.01,306.60,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:17:32+0000,B00000047_21I4N2_20140304_111731,4014,0002,0,-0.043,-0.981,-0.029,-0.266,-0.473,-0.257,36747,53013,47685,65535, 26.8,2,-33.86336, 151.22180,    19.4,  0.5, 8.44, 1.93,   1, 1.31,1.938,1.000,1.000,92.867,-89.04,306.76,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:18:06+0000,B00000048_21I4N2_20140304_111805,4014,0002,0,-0.010,-1.025,-0.025,-0.264,-0.473,-0.257,32197,46532,42870,65535, 26.8,2,-33.86336, 151.22179,    18.3,  0.5,13.21, 2.05,   1, 1.25,1.938,1.000,1.000,92.909,-89.07,306.69,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:18:40+0000,B00000049_21I4N2_20140304_111839,4014,0002,0, 0.029,-1.042,-0.070,-0.266,-0.473,-0.257,33309,47931,43841,65535, 26.8,2,-33.86338, 151.22181,    16.7,  0.2,12.62, 2.05,   1, 1.25,1.938,1.000,1.000,92.902,-89.04,306.71,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:19:14+0000,B00000050_21I4N2_20140304_111913,4014,0002,0, 0.009,-1.009,-0.118,-0.267,-0.473,-0.255,33169,47791,43820,65535, 26.8,2,-33.86338, 151.22181,    21.4,  0.2,13.04, 2.12,   1, 1.25,1.938,1.000,1.000,92.957,-89.01,306.62,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:19:48+0000,B00000051_21I4N2_20140304_111947,4014,0002,0, 0.004,-0.997,-0.023,-0.267,-0.472,-0.257,29891,43287,40532,65535, 26.8,2,-33.86334, 151.22178,    24.1,  0.4,11.13, 2.18,   1, 1.25,1.938,1.000,1.000,92.920,-89.00,306.59,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:20:23+0000,B00000052_21I4N2_20140304_112022,4014,0002,0, 0.033,-1.041,-0.032,-0.263,-0.473,-0.258,32162,46383,42727,65535, 26.6,2,-33.86336, 151.22181,    25.1,  0.5,14.93, 2.35,   1, 1.25,1.938,1.000,1.000,92.867,-88.94,306.60,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:20:57+0000,B00000053_21I4N2_20140304_112057,4014,0002,0, 0.053,-0.979,-0.007,-0.266,-0.475,-0.257,31294,44976,41701,65535, 26.6,2,-33.86338, 151.22181,    18.7,  0.6,10.13, 2.55,   1, 1.25,1.938,1.000,1.000,92.945,-88.98,306.59,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:21:31+0000,B00000054_21I4N2_20140304_112130,4014,0002,0,-0.035,-1.024,-0.055,-0.266,-0.475,-0.258,30632,44682,41546,65535, 26.6,2,-33.86345, 151.22180,    19.5,  0.4,17.71, 2.71,   1, 1.25,1.938,1.000,1.000,93.019,-89.02,306.48,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:22:05+0000,B00000055_21I4N2_20140304_112204,4014,0002,0, 0.026,-1.061,-0.107,-0.266,-0.473,-0.253,31780,46221,42571,65535, 26.6,2,-33.86342, 151.22178,    21.1,  0.3,12.00, 2.53,   1, 1.31,1.938,1.000,1.000,92.995,-89.02,306.59,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:22:39+0000,B00000056_21I4N2_20140304_112238,4014,0002,0,-0.044,-1.068,-0.168,-0.266,-0.476,-0.255,38344,55307,49195,65535, 26.6,2,-33.86336, 151.22178,    23.0,  0.7,13.61, 2.48,   1, 1.31,1.938,1.000,1.000,92.963,-89.02,306.72,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:23:13+0000,B00000057_21I4N2_20140304_112312,4014,0002,0, 0.020,-1.005,-0.043,-0.267,-0.475,-0.257,37625,54525,48838,65535, 26.6,2,-33.86340, 151.22181,    23.7,  0.5,12.13, 2.19,   1, 1.25,1.938,1.000,1.000,92.977,-89.00,306.62,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:23:37+0000,B00000058_21I4N2_20140304_112336,4014,0002,1, 0.048,-1.009,-0.058,-0.266,-0.478,-0.257,36874,52299,46586,65535, 26.6,2,-33.86332, 151.22180,    22.4,  0.1,11.37, 2.03,   1, 1.31,1.938,1.000,1.000,92.909,-89.04,306.77,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:24:11+0000,B00000059_21I4N2_20140304_112410,4014,0002,0, 0.089,-1.037,-0.066,-0.266,-0.475,-0.257,37388,54270,48461,65535, 26.6,2,-33.86339, 151.22181,    15.2,  0.3,11.70, 1.97,   1, 1.25,1.938,1.000,1.000,92.945,-89.03,306.73,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:24:49+0000,B00000060_21I4N2_20140304_112448,4014,0002,0, 0.008,-1.022,-0.043,-0.266,-0.472,-0.257,37398,54154,48443,65535, 26.6,2,-33.86336, 151.22180,    17.0,  0.2,10.57, 1.96,   1, 1.31,1.938,1.000,1.000,92.953,-89.06,306.70,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:25:26+0000,B00000061_21I4N2_20140304_112525,4014,0002,0, 0.071,-0.969,-0.043,-0.264,-0.473,-0.257,37493,53994,48284,65535, 26.6,2,-33.86331, 151.22174,    20.0,  0.5,10.50, 1.75,   1, 1.25,1.938,1.000,1.000,92.927,-89.00,306.78,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:26:00+0000,B00000062_21I4N2_20140304_112559,4014,0002,1,-0.016,-1.025,-0.107,-0.266,-0.473,-0.257,37358,53949,48270,65535, 26.6,2,-33.86333, 151.22179,    23.4,  0.1, 8.73, 1.65,   1, 1.31,1.938,1.000,1.000,92.919,-89.03,306.83,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:26:35+0000,B00000063_21I4N2_20140304_112634,4014,0002,0, 0.040,-1.047, 0.016,-0.267,-0.473,-0.255,37014,53391,47672,65535, 26.6,2,-33.86331, 151.22175,    21.8,  0.4, 9.66, 1.70,   1, 1.25,1.938,1.000,1.000,92.934,-89.01,306.74,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:27:10+0000,B00000064_21I4N2_20140304_112709,4014,0002,0, 0.072,-0.988,-0.094,-0.266,-0.475,-0.258,37261,53672,48002,65535, 26.6,2,-33.86331, 151.22174,    22.6,  0.4,13.35, 1.87,   1, 1.31,1.938,1.000,1.000,92.982,-89.08,306.66,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:27:48+0000,B00000065_21I4N2_20140304_112747,4014,0002,0, 0.015,-1.027,-0.108,-0.266,-0.475,-0.257,36781,53192,47730,65535, 26.6,2,-33.86338, 151.22175,    15.2,  0.3,11.94, 1.98,   1, 1.25,1.938,1.000,1.000,92.862,-89.03,306.81,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:28:22+0000,B00000066_21I4N2_20140304_112821,4014,0002,0, 0.017,-1.053,-0.057,-0.266,-0.475,-0.258,37339,53880,48145,65535, 26.6,2,-33.86339, 151.22179,    15.2,  0.1,11.40, 2.00,   1, 1.31,1.938,1.000,1.000,92.868,-88.97,306.71,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:28:57+0000,B00000067_21I4N2_20140304_112856,4014,0002,0,-0.001,-1.010,-0.124,-0.263,-0.475,-0.257,37262,53813,48122,65535, 26.6,2,-33.86327, 151.22173,    12.3,  0.5,10.76, 2.02,   1, 1.25,1.938,1.000,1.000,92.859,-88.98,306.70,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:29:22+0000,B00000068_21I4N2_20140304_112921,4014,0002,1, 0.005,-1.000,-0.063,-0.267,-0.475,-0.257,37441,53763,47832,65535, 26.6,2,-33.86329, 151.22174,    12.7,  0.1,26.48, 1.69,   1, 1.31,1.938,1.000,1.000,92.931,-89.04,306.92,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:29:54+0000,B00000069_21I4N2_20140304_112953,4014,0002,1, 0.023,-1.038,-0.087,-0.266,-0.473,-0.257,33289,46231,41916,65535, 26.6,2,-33.86331, 151.22173,    12.5,  0.5,26.32, 1.60,   1, 1.25,1.938,1.000,1.000,92.835,-89.05,306.75,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:30:18+0000,B00000070_21I4N2_20140304_113017,4014,0002,1, 0.011,-1.070,-0.050,-0.266,-0.470,-0.257,37599,54118,48388,65535, 26.6,2,-33.86332, 151.22174,    11.9,  0.3, 8.75, 1.58,   1, 1.31,1.938,1.000,1.000,92.855,-89.04,306.76,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:30:52+0000,B00000071_21I4N2_20140304_113051,4014,0002,0, 0.015,-1.018,-0.065,-0.266,-0.475,-0.258,37662,54218,48453,65535, 26.6,2,-33.86348, 151.22180,    10.0,  0.3,10.83, 1.59,   1, 1.25,1.938,1.000,1.000,92.846,-89.10,306.91,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:31:26+0000,B00000072_21I4N2_20140304_113125,4014,0002,0, 0.000,-1.025,-0.014,-0.267,-0.475,-0.257,37570,54071,48342,65535, 26.6,2,-33.86329, 151.22175,    15.9,  0.4, 8.78, 1.59,   1, 1.31,1.938,1.000,1.000,92.870,-89.05,306.79,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:31:50+0000,B00000073_21I4N2_20140304_113149,4014,0002,1, 0.004,-1.028,-0.091,-0.264,-0.476,-0.253,37447,53980,48280,65535, 26.6,2,-33.86332, 151.22171,    16.1,  0.6,16.19, 1.62,   1, 1.25,1.938,1.000,1.000,92.825,-88.94,306.78,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:32:14+0000,B00000074_21I4N2_20140304_113213,4014,0002,1, 0.016,-1.020,-0.048,-0.264,-0.475,-0.247,37391,53893,47996,65535, 26.6,2,-33.86334, 151.22175,    18.5,  0.2,12.51, 1.61,   1, 1.31,1.938,1.000,1.000,92.995,-89.11,306.83,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:32:40+0000,B00000075_21I4N2_20140304_113239,4014,0002,1,-0.031,-1.009,-0.093,-0.272,-0.467,-0.267,37268,53959,48232,65535, 26.6,2,-33.86334, 151.22178,    17.9,  1.0, 8.74, 1.56,   1, 1.25,1.938,1.000,1.000,93.130,-89.31,306.65,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:33:04+0000,B00000076_21I4N2_20140304_113303,4014,0002,1, 0.008,-1.059,-0.071,-0.275,-0.469,-0.267,37262,54053,48161,65535, 26.6,2,-33.86329, 151.22173,    20.9,  0.1,13.81, 1.81,   1, 1.31,1.938,1.000,1.000,93.136,-89.27,306.62,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T11:33:28+0000,B00000077_21I4N2_20140304_113327,4014,0002,1, 0.084,-1.009,-0.102,-0.275,-0.469,-0.265,37165,53768,47914,65535, 26.6,2,-33.86334, 151.22174,    18.8,  0.5,12.04, 1.78,   1, 1.25,1.938,1.000,1.000,93.143,-89.28,306.72,00000000,                                                                                                                                                                                                                                                                                                                                                            
